,id,Profession,annee_sour,source,Professi_1,localisati,détail,ind_Nom,indiv_titr,associé_n,successeur,ancienne m,nbre_adres,activités,annee_expo,nom_boutiq,type_rue,article_ru,nom_rue,num_rue,cpltnum_ru,ville_rue,autre_vill,infos_rue,unnamed_1,quart/sect,arrondisse,unnamed_2,unnamed_3,geocoder_t,geocoder_s,a_corriger,lon,lat,address,type_1,geometry.type_1,geometry.lng_1,geometry.lat_1,properties.label_1,properties.score_1,properties.id_1,properties.type_1,properties.x_1,properties.y_1,properties.importance_1,properties.name_1,properties.postcode_1,properties.citycode_1,properties.city_1,properties.district_1,properties.context_1,properties.housenumber_1,properties.street_1
106,1469,dentelles et blondes (marchands de),1815,,B1815,,,"toussaint, constant",,,,,,et nouveautés,,,rue,de,richelieu,47,,,,,palais royal,2.0,,,,precise_geocoding,jacoubet_paris,1,2.33700218871454,48.8661522494879,47  rue de richelieu,Feature,Point,2.337088,48.866276,47 Rue de Richelieu 75001 Paris,0.951320909090909,75101_8212_00047,housenumber,651369.26,6863120.32,0.46453,47 Rue de Richelieu,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",47,Rue de Richelieu
107,112,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,"ramondene, j.j. & curnier",,,,,,fab et robes en tout genre ; dépôt de leur fabrique de nimes,,,place,du,chevalier du guet,3,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3467354969924,48.8584385738451,3  place du chevalier du guet,Feature,Point,2.346918,48.887399,3 Rue du Chevalier de la Barre 75018 Paris,0.4841474641148325,75118_1992_00003,housenumber,652109.83,6865463.11,0.58878,3 Rue du Chevalier de la Barre,75018,75118,Paris,Paris 18e Arrondissement,"75, Paris, Île-de-France",3,Rue du Chevalier de la Barre
108,113,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,remy gosselin & co,,,,,,fabr,,,rue,des,fossés montmartre,24,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34397158491042,48.8667728381287,24  rue des fossés montmartre,Feature,Point,2.345593,48.864153,24 Rue Montmartre 75001 Paris,0.5809505387205386,75101_6513_00024,housenumber,651991.23,6862879.13,0.46453,24 Rue Montmartre,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",24,Rue Montmartre
109,114,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,"renouard, h & degrave, b",,,,,,"fabr schals brochés, en laine et cachemire, écharpes et fichus et gazes de soie unies et brochées pour modes et robes",,,rue,du,faubourg saint denis,24,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3533250071864,48.870863891434205,24  rue du faubourg saint denis,Feature,Point,2.353355,48.870825,24 Rue du Faubourg Saint-denis 75010 Paris,0.9591972727272727,75110_3516_00024,housenumber,652566.75,6863616.27,0.55117,24 Rue du Faubourg Saint-denis,75010,75110,Paris,Paris 10e Arrondissement,"75, Paris, Île-de-France",24,Rue du Faubourg Saint-denis
110,115,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,rey,,,,,,fabr,,,rue,,neuve saint eustache,18,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3451132295315,48.867139361437395,18  rue  neuve saint eustache,Feature,Point,2.362855,48.854026,18 Rue Neuve Saint-pierre 75004 Paris,0.5559827272727272,75104_6732_00018,housenumber,653248.5,6861742.68,0.49081,18 Rue Neuve Saint-pierre,75004,75104,Paris,Paris 4e Arrondissement,"75, Paris, Île-de-France",18,Rue Neuve Saint-pierre
111,116,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,"ribault, f",,,,,,fabr,,,rue,,bourbon villeneuve,14,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34785240345664,48.8680117849104,14  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
112,117,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,"richard, j.b.",,,,,,fab façon cachemire et cachemires français,,,rue,,bourbon villeneuve,26,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34939650125416,48.868469653030395,26  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
113,118,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,roulet,,,,,,fab ; voyez S. martin & roulet,,,rue,de,cléry,9,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3445893844576,48.8675621344458,9  rue de cléry,Feature,Point,2.344615,48.867573,9 Rue de Cléry 75002 Paris,0.9523227272727272,75102_2110_00009,housenumber,651922.59,6863260.0,0.47555,9 Rue de Cléry,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",9,Rue de Cléry
114,119,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,sabatier & vincent & co,,,,,,"tissus mérinos, flanelles et impression",,,rue,,croix des petits champs,37,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3399557469042005,48.8642649408459,37  rue  croix des petits champs,Feature,Point,2.340203,48.864632,37 Rue Croix des Petits Champs 75001 Paris,0.951320909090909,75101_2453_00037,housenumber,651596.24,6862935.6,0.46453,37 Rue Croix des Petits Champs,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",37,Rue Croix des Petits Champs
115,120,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,"sablet, a. & co",,,,,,"fab façon cachemire, gazes et étoffes de gout",,,rue,,sainte appoline,8,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3542856797834903,48.868932901030504,8  rue  sainte appoline,Feature,Point,2.35444,48.868906,8 Rue Sainte-apolline 75003 Paris,0.8681999134199134,75103_8538_00008,housenumber,652644.55,6863402.26,0.50258,8 Rue Sainte-apolline,75003,75103,Paris,Paris 3e Arrondissement,"75, Paris, Île-de-France",8,Rue Sainte-apolline
116,121,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,saint estienne,,,,,,fabr,,,rue,,neuve saint eustache,32,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3458432657434,48.867373482669706,32  rue  neuve saint eustache,Feature,Point,2.364139,48.853573,Rue Neuve Saint-pierre 75004 Paris,0.47075545454545453,75104_6732,street,653342.3,6861691.57,0.49081,Rue Neuve Saint-pierre,75004,75104,Paris,Paris 4e Arrondissement,"75, Paris, Île-de-France",,
117,122,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,saint martin,,,,,,fabr,,,rue,du,gros chenet,17,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34554736310406,48.868726080570205,17  rue du gros chenet,Feature,Point,2.302986,48.856889,17 Rue du Gros Caillou 75007 Paris,0.5720364335664334,75107_4348_00017,housenumber,648858.44,6862098.19,0.52317,17 Rue du Gros Caillou,75007,75107,Paris,Paris 7e Arrondissement,"75, Paris, Île-de-France",17,Rue du Gros Caillou
118,123,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,saint martin & roulet,,,,,,fab,,,rue,de,cléry,9,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34458871810337,48.8675619046661,9  rue de cléry,Feature,Point,2.344615,48.867573,9 Rue de Cléry 75002 Paris,0.9523227272727272,75102_2110_00009,housenumber,651922.59,6863260.0,0.47555,9 Rue de Cléry,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",9,Rue de Cléry
119,125,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,"simon, isaac",,,,,,march de schals et nouveautés d'occasion,,,rue,,michel le comte,37,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35443167924858,48.8626101112806,37  rue  michel le comte,Feature,Point,2.356764,48.8619,Rue Michel le Comte 75003 Paris,0.82490987012987,75103_6336,street,652808.66,6862621.82,0.50258,Rue Michel le Comte,75003,75103,Paris,Paris 3e Arrondissement,"75, Paris, Île-de-France",,
120,126,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,ternois,,,,,,fab façon cachemire,,,rue,,saint denis,319,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35126250311134,48.8671361195673,319  rue  saint denis,Feature,Point,2.350142,48.86375,Rue Saint-denis 75002 Paris,0.7503025252525252,75102_8525,street,652324.58,6862831.55,0.47555,Rue Saint-denis,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",,
121,127,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,valet,,,,,,fab,,,rue,,saint denis,374,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35203177166217,48.868569130957006,374  rue  saint denis,Feature,Point,2.350142,48.86375,Rue Saint-denis 75002 Paris,0.7503025252525252,75102_8525,street,652324.58,6862831.55,0.47555,Rue Saint-denis,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",,
122,129,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,vargoz,,,,,,fab façon cachemire,,,rue,,neuve saint eustache,6,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34453477917783,48.8669566668709,6  rue  neuve saint eustache,Feature,Point,2.363856,48.853695,6 Rue Neuve Saint-pierre 75004 Paris,0.5431528152492668,75104_6732_00006,housenumber,653321.64,6861705.25,0.49081,6 Rue Neuve Saint-pierre,75004,75104,Paris,Paris 4e Arrondissement,"75, Paris, Île-de-France",6,Rue Neuve Saint-pierre
123,131,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,"viallet, e desgranges jeune",,,,,,"dépôt en gros de tissus mérinos, flanelles et schals imprimés en tous genres ; autrefois sous la raison lancelot, ch & vialet desgranges jeune",,,rue,des,fossés montmartre,11,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34246008716583,48.86631839816339,11  rue des fossés montmartre,Feature,Point,2.356224,48.838953,11 Rue des Fossés Saint-marcel 75005 Paris,0.5935536363636362,75105_3751_00011,housenumber,652748.28,6860070.63,0.52909,11 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",11,Rue des Fossés Saint-marcel
124,132,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,villard,,,,,,fab,,,rue,,neuve saint eustache,3,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3444697101814,48.8670404968738,3  rue  neuve saint eustache,Feature,Point,2.345407,48.86377,3 Impasse Saint-eustache 75001 Paris,0.49677545454545446,75101_8598_00003,housenumber,651977.21,6862836.57,0.46453,3 Impasse Saint-eustache,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",3,Impasse Saint-eustache
125,5445,toiles peintes (fabricans de),1810,,TP1810,,,"noël, jl & cie",,,,,,,,,rue,,pontoise,18,,,,,,,,,,precise_geocoding,poubelle_municipal_paris,1,2.35159021103508,48.8495144706071,18  rue  pontoise,Feature,Point,2.351528,48.84935,18 Rue de Pontoise 75005 Paris,0.7967621925133689,75105_7621_00018,housenumber,652413.11,6861229.52,0.52909,18 Rue de Pontoise,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",18,Rue de Pontoise
126,134,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,berville-duval & co.,,,,,,"dépôt de châles bourre de soie, étoffes de Lyon, Avignon et Nimes",,,rue,des,bons enfants,20,,banque,4.0,,,,,,,precise_geocoding,Jacoubetl_paris,1,2.33853067394881,48.8633326485013,20  rue des bons enfants,Feature,Point,2.338673,48.863432,20 Rue des Bons Enfants 75001 Paris,0.951320909090909,75101_1105_00020,housenumber,651482.92,6862803.16,0.46453,20 Rue des Bons Enfants,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",20,Rue des Bons Enfants
127,135,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,leliévre & despalliéres,,,,,,mds,,,rue,,coquilliiére,29,,banque,4.0,,,,,,,precise_geocoding,jacoubet_paris,1,2.3418164098773198,48.8640068782113,29  rue  coquilliiére,Feature,Point,2.341592,48.86414,29 Rue Coquillière 75001 Paris,0.9008158585858584,75101_2318_00029,housenumber,651697.7,6862880.08,0.46453,29 Rue Coquillière,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",29,Rue Coquillière
128,136,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,gosselin & elie,,,,,,"f .châles brochés, cachemires français, barèges et art de nouveautés",,,rue,,coquillière,33,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3412993758968597,48.86424954950729,33  rue  coquillière,Feature,Point,2.341243,48.864317,33 Rue Coquillière 75001 Paris,0.951320909090909,75101_2318_00033,housenumber,651672.26,6862899.95,0.46453,33 Rue Coquillière,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",33,Rue Coquillière
129,137,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,delafolie frères,,,,,,"dép. de châles, bourre de soie de Lyon et Nismes",,,rue,,croix des petits champs,25,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3396966255470897,48.863640918294,25  rue  croix des petits champs,Feature,Point,2.339124,48.862466,Rue Croix des Petits Champs 75001 Paris,0.8572770219435736,75101_2453,street,651515.08,6862695.48,0.46453,Rue Croix des Petits Champs,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",,
130,138,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,ajac,,,,,,"f. à lyon, cachemires et bourre de soie ; dépôt",,,rue,,croix des petits champs,33,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3398915869615697,48.86410182401939,33  rue  croix des petits champs,Feature,Point,2.340003,48.864282,33 Rue Croix des Petits Champs 75001 Paris,0.951320909090909,75101_2453_00033,housenumber,651581.23,6862896.83,0.46453,33 Rue Croix des Petits Champs,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",33,Rue Croix des Petits Champs
131,139,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,maiaut frères & co.,,,,,,"tissus mérinos, et nouveautés en gros",,,rue,,croix des petits champs,39,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3399930894354304,48.8643754693098,39  rue  croix des petits champs,Feature,Point,2.340317,48.864808,39 Rue Croix des Petits Champs 75001 Paris,0.951320909090909,75101_2453_00039,housenumber,651604.76,6862955.19,0.46453,39 Rue Croix des Petits Champs,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",39,Rue Croix des Petits Champs
132,140,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,"guilhery, casimir",,,,,,"fab. châles impr, tissus , art de reims et amiens",,,rue,,croix des petits champs,42,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34026646602592,48.864379391667605,42  rue  croix des petits champs,Feature,Point,2.340452,48.864495,42 Rue Croix des Petits Champs 75001 Paris,0.951320909090909,75101_2453_00042,housenumber,651614.39,6862920.29,0.46453,42 Rue Croix des Petits Champs,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",42,Rue Croix des Petits Champs
133,141,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,mabille ainé & co.,,,,,,"art des fab de lyon et nismes, barèges, bonneteries de ganges, lyon et nismes, et généralement toutes les nouveautés de ces fab en gros",,,place,des,victoires,1,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34071059992179,48.8654875886321,1  place des victoires,Feature,Point,2.340781,48.865503,1 Place des Victoires 75001 Paris,0.951320909090909,75101_9741_00001,housenumber,651639.43,6863032.12,0.46453,1 Place des Victoires,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",1,Place des Victoires
134,142,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,"tainturier, paul",,,,,,"dépôt de châles, cachemires de lyon, tissus, bordures, etc. ; dépôt d'art de nismes",,,place,des,victoires,2,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34052696933977,48.86571642777571,2  place des victoires,Feature,Point,2.340648,48.865666,2 Place des Victoires 75001 Paris,0.951320909090909,75101_9741_00002,housenumber,651629.84,6863050.33,0.46453,2 Place des Victoires,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",2,Place des Victoires
135,143,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,lenfant,,,,,,fab façon cachemire,,,rue,de,bourbon villeneuve,7,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34791810831266,48.8681316022107,7  rue de bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.4360367532467532,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
136,144,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,hébert ainé,,,,,,fab,,,rue,,bourbon villeneuve,9,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34807024473319,48.8681747214755,9  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.35811467532467534,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
137,145,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,lereuil,,,,,,"fab brochés façon cachemire, barèges et nouveautés",,,rue,,bourbon villeneuve,11,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3482036751189703,48.8682136309274,11  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
138,146,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,legoupy,,,,,,f. façon cachemire et nouveautés,,,rue,,bourbon villeneuve,20,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34874633845821,48.868277336370795,20  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
139,147,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,brunet & devin,,,,,,fab.,,,rue,,bourbon villeneuve,23,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3489125014217,48.868419316749,23  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
140,148,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,mascré,,,,,,"fab cachemires et autres, et gazes",,,rue,,bourbon villeneuve,24,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34905418381547,48.868369076102894,24  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
141,149,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,"richard, j.-b.",,,,,,"fab cachemire, laine et bourre de soie, voiles, gazes, barèges et nouveautés",,,rue,,bourbon villeneuve,26,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34939571440793,48.868470513965505,26  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
142,150,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,douinet,,,,,,fab laine façon cachemire,,,rue,,bourbon villeneuve,29,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34922312421874,48.868512695688494,29  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
143,151,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,pourcherol,,,,,,fab cachemires,,,rue,,bourbon villeneuve,34,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35015436168958,48.868680531706104,34  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
144,152,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,delacourt ; vatin & co.,,,,,,"f. ch. brochés en laine, tissus mérinos, barèges, voiles, etx",,,rue,,bourbon villeneuve,36,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35030770762719,48.8687267328127,36  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
145,153,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,fouquet aîné,,,,,,f. cachemires et nouveautés,,,rue,,bourbon villeneuve,36,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35030811544986,48.8687266049757,36  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
