,id,Profession,annee_sour,source,Professi_1,localisati,détail,ind_Nom,indiv_titr,associé_n,successeur,ancienne m,nbre_adres,activités,annee_expo,nom_boutiq,type_rue,article_ru,nom_rue,num_rue,cpltnum_ru,ville_rue,autre_vill,infos_rue,unnamed_1,quart/sect,arrondisse,unnamed_2,unnamed_3,geocoder_t,geocoder_s,a_corriger,lon,lat,address
117,1248,"dentelles, tulles, crêpes, blondes (fabr. et march. de)",1845,"Annuaire du commerce et de l'industrie, de la magistrature et de l'administration, ou almanach des 500 000 adresses, punlié par Firmin Didot Frères, 1845, 8ème année de la publication.",B1845,,,boiget,,,,,,,,,passage,,vendéme,27.0,,,,,,,,,,precise_geocoding,poubelle_paris,1,2.3643072,48.866417799986294,27.0  passage  vendéme
118,1255,"dentelles, tulles, crêpes, blondes (fabr. et march. de)",1845,"Annuaire du commerce et de l'industrie, de la magistrature et de l'administration, ou almanach des 500 000 adresses, punlié par Firmin Didot Frères, 1845, 8ème année de la publication.",B1845,,,brosset,,,,,,,,,boulevard,,bonne nouvelle,31.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3488135748606402,48.870392237672604,31.0  boulevard  bonne nouvelle
119,1261,"dentelles, tulles, crêpes, blondes (fabr. et march. de)",1845,"Annuaire du commerce et de l'industrie, de la magistrature et de l'administration, ou almanach des 500 000 adresses, punlié par Firmin Didot Frères, 1845, 8ème année de la publication.",B1845,,en gros,chaulay & rainville,,,,,,tulles en gros,,,rue,des,fossés montmartre,31.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3439270835751,48.8668623570006,31.0  rue des fossés montmartre
120,1460,dentelles et blondes (marchands de),1815,,B1815,,,"leblond, p & lange",,,,,,et articles manufacturés en France pour l'exportation,,,rue,,ménart,6.0,,,,,feydeau,2.0,,,,precise_geocoding,osm_paris,1,2.3380949427230497,48.8695179713044,6.0  rue  ménart
121,1275,"dentelles, tulles, crêpes, blondes (fabr. et march. de)",1845,"Annuaire du commerce et de l'industrie, de la magistrature et de l'administration, ou almanach des 500 000 adresses, punlié par Firmin Didot Frères, 1845, 8ème année de la publication.",B1845,et au puy,,courtial,,,,,,,,,rue,,thévenot,5.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35037564582077,48.8665185345306,5.0  rue  thévenot
122,1290,"dentelles, tulles, crêpes, blondes (fabr. et march. de)",1845,"Annuaire du commerce et de l'industrie, de la magistrature et de l'administration, ou almanach des 500 000 adresses, punlié par Firmin Didot Frères, 1845, 8ème année de la publication.",B1845,,dépôt delplanque-malmazet,desmottes-paquet,,,,,,"dépôt des dentelles en fil et application de bruxelles, des fabriques de deplanque-malmazet",,,rue,,breda,26.0,,,,,,,,,,precise_geocoding,poubelle_municipal_paris,1,2.33762627624583,48.8804240844036,26.0  rue  breda
123,1292,"dentelles, tulles, crêpes, blondes (fabr. et march. de)",1845,"Annuaire du commerce et de l'industrie, de la magistrature et de l'administration, ou almanach des 500 000 adresses, punlié par Firmin Didot Frères, 1845, 8ème année de la publication.",B1845,fab à alençon (orne),,d'ocagne fils,,,,,,point d'alençon ; fab à alençon (orne),,,rue,,neuve des petits champs,35.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.33643485847818,48.866798824355605,35.0  rue  neuve des petits champs
124,2106,draps (fabr. et march. de),1845,,DRA1845,,,passajon & amand,,,,,3.0,,,,place,de la,bourse,,,,,,,,,,,precise_geocoding,poubelle_municipal_paris,1,2.34045831251682,48.8687633416889,  place de la bourse
125,1324,"dentelles, tulles, crêpes, blondes (fabr. et march. de)",1845,"Annuaire du commerce et de l'industrie, de la magistrature et de l'administration, ou almanach des 500 000 adresses, punlié par Firmin Didot Frères, 1845, 8ème année de la publication.",B1845,,,granier,,,,,,dentelles,,,rue,,sainte anne,14.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.33503199380338,48.865166758738205,14.0  rue  sainte anne
126,1333,"dentelles, tulles, crêpes, blondes (fabr. et march. de)",1845,"Annuaire du commerce et de l'industrie, de la magistrature et de l'administration, ou almanach des 500 000 adresses, punlié par Firmin Didot Frères, 1845, 8ème année de la publication.",B1845,,,jaume,,,,,,,,,rue,,tournon,9.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.33717072753469,48.851003930728396,9.0  rue  tournon
127,1337,"dentelles, tulles, crêpes, blondes (fabr. et march. de)",1845,"Annuaire du commerce et de l'industrie, de la magistrature et de l'administration, ou almanach des 500 000 adresses, punlié par Firmin Didot Frères, 1845, 8ème année de la publication.",B1845,maisons à caen et au havre,,"keenan, j.",,,,,,"dentelles brodées, genre nouveau, blondes, tulles unis et fantaisies de sa fabrique de caen ; maisons à caen et au havre",,,rue,,mail,29.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34318533107993,48.8671169023944,29.0  rue  mail
128,1339,"dentelles, tulles, crêpes, blondes (fabr. et march. de)",1845,"Annuaire du commerce et de l'industrie, de la magistrature et de l'administration, ou almanach des 500 000 adresses, punlié par Firmin Didot Frères, 1845, 8ème année de la publication.",B1845,fab à caen,,lajonquière,,,,,,"dentelles de flandres, d'auvergne et de lorraine ; fab à caen",,,rue,,cléry,27.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34711806192488,48.8683665195793,27.0  rue  cléry
129,1347,"dentelles, tulles, crêpes, blondes (fabr. et march. de)",1845,"Annuaire du commerce et de l'industrie, de la magistrature et de l'administration, ou almanach des 500 000 adresses, punlié par Firmin Didot Frères, 1845, 8ème année de la publication.",B1845,,,lassalle,,,,,,,,,passage,des,panoramas,54.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34165832625412,48.8711222413285,54.0  passage des panoramas
130,1349,"dentelles, tulles, crêpes, blondes (fabr. et march. de)",1845,"Annuaire du commerce et de l'industrie, de la magistrature et de l'administration, ou almanach des 500 000 adresses, punlié par Firmin Didot Frères, 1845, 8ème année de la publication.",B1845,fab au puy,,"leblanc, léonard",,,,,,"blondes, dentelles noires et blanches, tulles brodés ; fab au puy",,,rue,,saint denis,300.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35094760365648,48.866247649362705,300.0  rue  saint denis
131,1355,"dentelles, tulles, crêpes, blondes (fabr. et march. de)",1845,"Annuaire du commerce et de l'industrie, de la magistrature et de l'administration, ou almanach des 500 000 adresses, punlié par Firmin Didot Frères, 1845, 8ème année de la publication.",B1845,fab à caen et au puy,,"lefebure, constant",,,,,,fab de blondes et dentelles noires ; fab à caen et au puy,,,rue,,neuve saint eustache,13.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3451739663457003,48.86726851594871,13.0  rue  neuve saint eustache
132,1392,"dentelles, tulles, crêpes, blondes (fabr. et march. de)",1845,"Annuaire du commerce et de l'industrie, de la magistrature et de l'administration, ou almanach des 500 000 adresses, punlié par Firmin Didot Frères, 1845, 8ème année de la publication.",B1845,,dépôt,opigez ; chazelle & cie,,,,,,"dépôt de dentelles de bruxelles, chantilly et caen",,,rue,,richelieu,93.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.33877061526219,48.869693649728795,93.0  rue  richelieu
133,1403,"dentelles, tulles, crêpes, blondes (fabr. et march. de)",1845,"Annuaire du commerce et de l'industrie, de la magistrature et de l'administration, ou almanach des 500 000 adresses, punlié par Firmin Didot Frères, 1845, 8ème année de la publication.",B1845,,,peyre d'alairac,,,,,,"manufacture de dentelles de bruxelles, objets de fantaisie, dentelles diverses, fleurs, tulles-réseaux et fils assortis pour application ; application et mise à neuf des ouvrages anciens, articles d'expédition et d'exportation",,,rue,,mazagran,9.0,,,,,,,,,,precise_geocoding,poubelle_paris,1,2.35165422647691,48.8708225781742,9.0  rue  mazagran
134,1409,"dentelles, tulles, crêpes, blondes (fabr. et march. de)",1845,"Annuaire du commerce et de l'industrie, de la magistrature et de l'administration, ou almanach des 500 000 adresses, punlié par Firmin Didot Frères, 1845, 8ème année de la publication.",B1845,fab à inchy (nord),,postole ; collard & cie,,,,,,fab à inchy (nord),,,rue,,montorgueil,57.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3466997972388,48.8653409433659,57.0  rue  montorgueil
135,1411,"dentelles, tulles, crêpes, blondes (fabr. et march. de)",1845,"Annuaire du commerce et de l'industrie, de la magistrature et de l'administration, ou almanach des 500 000 adresses, punlié par Firmin Didot Frères, 1845, 8ème année de la publication.",B1845,,,pozzo-roussel,,,,,,ouvrière en dentelles,,,rue,,paix,4.0,bis,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.33076988789086,48.8686548093869,4.0 bis rue  paix
136,1430,"dentelles, tulles, crêpes, blondes (fabr. et march. de)",1845,"Annuaire du commerce et de l'industrie, de la magistrature et de l'administration, ou almanach des 500 000 adresses, punlié par Firmin Didot Frères, 1845, 8ème année de la publication.",B1845,,,trigault,,,,,,réparation et application,,,rue,,bleue,30.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34478516620875,48.876039957193605,30.0  rue  bleue
137,1443,"dentelles, tulles, crêpes, blondes (fabr. et march. de)",1845,"Annuaire du commerce et de l'industrie, de la magistrature et de l'administration, ou almanach des 500 000 adresses, punlié par Firmin Didot Frères, 1845, 8ème année de la publication.",B1845,fab à courseulles (calvados),,"violard, g.",,,,,,fab à courseulles (calvados),,,rue,,choiseul,2.0,bis,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3359884148335,48.8691995403232,2.0 bis rue  choiseul
138,1446,"dentelles, tulles, crêpes, blondes (fabr. et march. de)",1845,"Annuaire du commerce et de l'industrie, de la magistrature et de l'administration, ou almanach des 500 000 adresses, punlié par Firmin Didot Frères, 1845, 8ème année de la publication.",B1845,fab à douay,,widdowson & bailey fils,,,,,,fab tulle bobin et fantaisies dentelles à douay,,,rue,,saint fiacre,3.0,,,,,,,,,,precise_geocoding,poubelle_municipal_paris,1,2.34549697247874,48.8703481079589,3.0  rue  saint fiacre
139,2107,draps (fabr. et march. de),1845,,DRA1845,,,passajon & amand,,,,,3.0,,,,,,filles saint thomas,11.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34045942806318,48.8687628830849,11.0    filles saint thomas
140,1509,"dentelles, tules, crêpes et blondes (fabr et march de)",1820,,,,,barty,,,,,,march,,,rue,,meslay,32.0,,,,,saint martin des champs,6.0,,,,precise_geocoding,jacoubet_paris,1,2.3591907719345,48.867972846964996,32.0  rue  meslay
141,1520,"dentelles, tules, crêpes et blondes (fabr et march de)",1820,,,,,billot & viguerie,viguerie ve,,,,,fab de blondes et tules de soie,,,rue,,sainte appoline,12.0,,,,,porte saint denis,6.0,,,,precise_geocoding,jacoubet_paris,1,2.35389222244171,48.8689987841465,12.0  rue  sainte appoline
142,1521,"dentelles, tules, crêpes et blondes (fabr et march de)",1820,,,,,symon & crevat,simon ve,,,,,march,,,rue,,bourg l'abbé,5.0,,,,,porte saint denis,6.0,,,,precise_geocoding,jacoubet_paris,1,2.35093029914356,48.8636489166235,5.0  rue  bourg l'abbé
143,1526,"dentelles, tules, crêpes et blondes (fabr et march de)",1820,,,,,lécuyer,,,,,,march,,,,,cloître saint jacques l'hôpital,2.0,,,,,montorgueil,5.0,,,,precise_geocoding,jacoubet_paris,1,2.34862038840668,48.8630057746387,2.0    cloître saint jacques l'hôpital
144,1593,"dentelles, tules, crêpes et blondes (fabricans et marchands de)",1825,,B1825,,,violard,,,,,,"dépôt de blondes et dentelles de leur fab de courseulle, près caen",,,,,cour batave,16.0,,,,,lombards,6.0,,,,precise_geocoding,jacoubet_paris,1,2.34934431999838,48.8612388553739,16.0    cour batave
145,1603,"dentelles, tules, crêpes et blondes (fabricans et marchands de)",1825,,B1825,,,"orry, mad",,,,,,mde en gros,,,rue,,vivienne,7.0,,,,,mail,3.0,,,,precise_geocoding,jacoubet_paris,1,2.33917394855356,48.867700965903595,7.0  rue  vivienne
146,1613,"dentelles, tules, crêpes et blondes (fabricans et marchands de)",1825,,B1825,,,"blondel, hyacynthe",,,,,,dépôt de flandres,,,rue,de,cléry,34.0,,,,,montmartre,3.0,,,,precise_geocoding,jacoubet_paris,1,2.34630985591219,48.8679950479821,34.0  rue de cléry
147,1628,"dentelles, tules, crêpes et blondes (fabricans et marchands de)",1825,,B1825,,,sanche,,,,,,dépôt de tulle de coton et art de broderies,,,rue,,saint denis,189.0,,,,,montorgueil,5.0,,,,precise_geocoding,jacoubet_paris,1,2.3496963824911,48.863345134004405,189.0  rue  saint denis
148,1652,"dentelles, tulles, crêpes, blondes (fabricans et marchands de)",1830,,B1830,,,bimont otto,,,,,,"fab dentelles noires, blondes, tulles de soie, broderie au passé sur tulle",,,rue,du,faubourg saint denis,14.0,,,,,faubourg saint denis,5.0,,,,precise_geocoding,jacoubet_paris,1,2.3531036315690494,48.8704731321929,14.0  rue du faubourg saint denis
149,1675,"dentelles, tulles, crêpes, blondes (fabricans et marchands de)",1830,,B1830,,,"pelecat, ch",,,,,,"blondes, tulles, etc.",,,rue,de,grammont,11.0,,,,,feydeau,2.0,,,,precise_geocoding,jacoubet_paris,1,2.3367587521121003,48.86983215612079,11.0  rue de grammont
150,1677,"dentelles, tulles, crêpes, blondes (fabricans et marchands de)",1830,,B1830,,,"vaslin bimont, mad",,,,,,,B1827,,rue,,notre dame des victoires,15.0,,,,,feydeau,2.0,,,,precise_geocoding,jacoubet_paris,1,2.3416516024542497,48.8683782436427,15.0  rue  notre dame des victoires
151,1685,"dentelles, tulles, crêpes, blondes (fabricans et marchands de)",1830,,B1830,,,"gosselin, mad",,,,,,dépôt de tulles de coton,,,rue,,quincampoix,16.0,,,,,lombards,6.0,,,,precise_geocoding,jacoubet_paris,1,2.35046306233559,48.8609457072315,16.0  rue  quincampoix
152,1698,"dentelles, tulles, crêpes, blondes (fabricans et marchands de)",1830,,B1830,,,laruaz tribout,,,,,,"fab broderies, blondes et dentelles de flandre, dépôt de ch. Paisant fils & co de caen",B1827,,passage,des,petits pères,9.0,,,,,mail,3.0,,,,precise_geocoding,jacoubet_paris,1,2.34030771484144,48.8664962333069,9.0  passage des petits pères
153,1710,"dentelles, tulles, crêpes, blondes (fabricans et marchands de)",1830,,B1830,,,mouton,,,,,,md,,,rue,de,cléry,12.0,,,,,montmartre,3.0,,,,precise_geocoding,jacoubet_paris,1,2.34498833073821,48.8675622191088,12.0  rue de cléry
154,1712,"dentelles, tulles, crêpes, blondes (fabricans et marchands de)",1830,,B1830,,,"boucqué carette, j.m. & co",,,,,,"fab dent de lille, bordures et picots en fil, tulles coton unis et brodés",,,rue,,neuve saint eustache,39.0,,,,,montmartre,3.0,,,,precise_geocoding,jacoubet_paris,1,2.34666989305608,48.8677407178753,39.0  rue  neuve saint eustache
155,1725,"dentelles, tulles, crêpes, blondes (fabricans et marchands de)",1830,,B1830,,,"ledreux, ch",,,,,,"de lyon, tulles de soie filoche et maille fixe, gazes, crêpes, etc., tulles de coton assis et brodés ; broder en tout genre",,,,,cloître saint jacques l'hôpital,8.0,,,,,montorgueil,5.0,,,,precise_geocoding,jacoubet_paris,1,2.3489001385569703,48.863539027358996,8.0    cloître saint jacques l'hôpital
156,1734,"dentelles, tulles, crêpes, blondes (fabricans et marchands de)",1830,,B1830,,,lacour,,,,,,en gros,,,rue,,saint denis,187.0,,,,,montorgueil,5.0,,,,precise_geocoding,jacoubet_paris,1,2.34966936710164,48.8632973066358,187.0  rue  saint denis
157,1738,"dentelles, tulles, crêpes, blondes (fabricans et marchands de)",1830,,B1830,,,gruié,,,,,,dépôt de tulles de coton,,,rue,,saint denis,227.0,,,,,montorgueil,5.0,,,,precise_geocoding,jacoubet_paris,1,2.35004571233056,48.8643775942957,227.0  rue  saint denis
158,1774,"dentelles, tulles, crêpes, blondes (fabricans et marchands de)",1840,,B1840,,,rousselle & troy,,,,,,blondes,,,rue,,hauteville,37.0,,,,,faubourg poissonnière,3.0,,,,precise_geocoding,poubelle_municipal_paris,1,2.35061526399046,48.8746065114835,37.0  rue  hauteville
159,1777,"dentelles, tulles, crêpes, blondes (fabricans et marchands de)",1840,,B1840,,,"violard, g",,,,,,"dentelles de toutes espèces, malines, valenciennes, angleterre et bruxelles ; fabrique en France toutes espèces de dentelles en fil de lin, et guipures, blondes et dentelles de soies noires et blanches, particulièrement les beaux articles comme robes,",B1834 ; O de l'académie de l'industrie 1837 et 1839 ; fabrique à courseulles (calvados),,rue,,choiseul,2.0,bis,,,,feydeau,2.0,,,,precise_geocoding,jacoubet_paris,1,2.3359884148335,48.8691995403232,2.0 bis rue  choiseul
160,1778,"dentelles, tulles, crêpes, blondes (fabricans et marchands de)",1840,,B1840,,,grainville,,,,,,,,,rue,des,jeuneurs,1.0,bis,,,,montmartre,3.0,,,,precise_geocoding,jacoubet_paris,1,2.3455723769820698,48.8692313301911,1.0 bis rue des jeuneurs
161,1821,"dentelles, tulles, crêpes, blondes (fabricans et marchands de)",1840,,B1840,,,ignard,,,,,,,,,rue,,croix des petits champs,21.0,,,,,banque,4.0,,,,precise_geocoding,jacoubet_paris,1,2.33955645562306,48.8633108134385,21.0  rue  croix des petits champs
162,1839,"dentelles, tulles, crêpes, blondes (fabricans et marchands de)",1840,,B1840,,,flamant-bouquet,,,,,,et tulles,,,rue,,ponceau,26.0,,,,,porte saint denis,6.0,,,,precise_geocoding,jacoubet_paris,1,2.3531994208355203,48.8676127724127,26.0  rue  ponceau
163,1843,"dentelles, tulles, crêpes, blondes (fabricans et marchands de)",1840,,B1840,,,ferrières,mme,,,,2.0,et broderies,,,rue,,saint pierre montmartre,5.0,,,,,mail,3.0,,,,precise_geocoding,jacoubet_paris,1,2.3419383035448598,48.867617582473095,5.0  rue  saint pierre montmartre
164,1858,"dentelles, tulles, crêpes, blondes (fabricans et marchands de)",1840,,B1840,,,coué,,,,,,"tulles de soie, voiles et nouveautés",,,rue,,cléry,1.0,,,,,montmartre,3.0,,,,precise_geocoding,jacoubet_paris,1,2.34408771644677,48.867417200537794,1.0  rue  cléry
165,1878,"dentelles, tulles, crêpes, blondes (fabricans et marchands de)",1840,,B1840,,,leboulanger,,,,,,fab blondes et dentelles,,,rue,du,mail,24.0,,,,,mail,3.0,,,,precise_geocoding,jacoubet_paris,1,2.3430767754173396,48.8669596375813,24.0  rue du mail
166,1887,"dentelles, tulles, crêpes, blondes (fabricans et marchands de)",1840,,B1840,,,d'ocagne & fils,,,,,,et tulles,"A1819, A1823, A1827 et 1834",,rue,,neuve des petits champs,35.0,,,,,palais royal,2.0,,,,precise_geocoding,jacoubet_paris,1,2.33643485847818,48.866798824355605,35.0  rue  neuve des petits champs
167,1892,"dentelles, tulles, crêpes, blondes (fabricans et marchands de)",1840,,B1840,,,lefort,,,,,,tulles et blondes de coton,,,rue,,neuve saint eustache,5.0,,,,,montmartre,3.0,,,,precise_geocoding,jacoubet_paris,1,2.3446245612957597,48.8670867147646,5.0  rue  neuve saint eustache
168,1898,"dentelles, tulles, crêpes, blondes (fabricans et marchands de)",1840,,B1840,,,tardent pirlet,,,,,,dentelles de bruxelles,,,rue,,richelieu,60.0,,,,,feydeau,2.0,,,,precise_geocoding,jacoubet_paris,1,2.3383433916614504,48.8684418044014,60.0  rue  richelieu
169,1916,"dentelles, tulles, crêpes, blondes (fabricans et marchands de)",1840,,B1840,,,paulus,,,,,,,,,rue,,saint martin,101.0,,,,,lombards,6.0,,,,precise_geocoding,jacoubet_paris,1,2.35162368208737,48.8619774431173,101.0  rue  saint martin
170,1937,draps (fabr. et march. de),1845,,DRA1845,,,bacuet & cie,,,,,,,,,,,bons enfants,24.0,,,,,,,,,,precise_geocoding,Jacoubet_Paris,1,2.33863612465712,48.86351883094849,24.0    bons enfants
171,1938,draps (fabr. et march. de),1845,,DRA1845,,,baisson,,,,,,draps en gros,,,,,tirechappe,9.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34412678088754,48.860360261115,9.0    tirechappe
172,1947,draps (fabr. et march. de),1845,,DRA1845,,fab à sedan,bertèche ; bonjean jeune & chesnon,croix de juillet,,,,,fab à sedan (ardennes),B1827 ; A1824-39 ; O1844,,,,fossés saint germain l'auxerrois,29.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3416233302506404,48.86034225601129,29.0    fossés saint germain l'auxerrois
173,1960,draps (fabr. et march. de),1845,,DRA1845,,,brisset,,,,,,"draps de billard, nouveautés pour gilets et pantalons",,,,,saint honoré,68.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3433547330659397,48.8613622929016,68.0    saint honoré
174,1961,draps (fabr. et march. de),1845,,DRA1845,,,"bruneau, l.",,"ancien associé de ratier, jh. & cie","ratier, jh. & cie",,,,,,,,vivienne,7.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.33917394855356,48.867700965903595,7.0    vivienne
175,1984,draps (fabr. et march. de),1845,,DRA1845,,,d'assas,,,,,,"en gros et par commiss. , casimirs et satins",,,,,bertin poirée,13.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3450613967820897,48.8591896601215,13.0    bertin poirée
176,1993,draps (fabr. et march. de),1845,,DRA1845,,,"devisme, a.",,,,,,,,,,du,bouloy,22.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3408283294008396,48.8636075697592,22.0   du bouloy
177,2019,draps (fabr. et march. de),1845,,DRA1845,,,"fressinet, h.",,,,,,,,,,,bons enfants,28.0,,,,,,,,,,precise_geocoding,Jacoubet_Paris,1,2.33882256404687,48.86385121237121,28.0    bons enfants
178,2027,draps (fabr. et march. de),1845,,DRA1845,,,"grandin, j. & cie",,,,,,draps de toutes fabriques,,,,,bourdonnais,14.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34553174572734,48.8605609901591,14.0    bourdonnais
179,2037,draps (fabr. et march. de),1845,,DRA1845,,,hinstin,,,,,,draps de toutes fabriques,,,,,prouvaires,18.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3444594411913,48.8621816153792,18.0    prouvaires
180,2038,draps (fabr. et march. de),1845,,DRA1845,,,honoré,,,,,,exportations de draps français et étrangers,,,,,bergére,13.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34517203169829,48.872338257534,13.0    bergére
181,2055,draps (fabr. et march. de),1845,,DRA1845,,,lanavit,,,,,,"en gros par commission. et seul dépôt de piot & fils; Hte Nonnon, et Nonnon et fils de Sedan",,,,,mauvaises paroles,17.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34547525509404,48.8595491095181,17.0    mauvaises paroles
182,2066,draps (fabr. et march. de),1845,,DRA1845,,,lemoine neveu & cie,,,,,,,,,,,harpe,117.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3415648764075603,48.848558401890706,117.0    harpe
183,2073,draps (fabr. et march. de),1845,,DRA1845,,,legnereux & mulard,,,,,2.0,draperie et nouveautés pour hommes,,,,,richelieu,57.0,,,,,,,,,,precise_geocoding,poubelle_municipal_paris,1,2.33732882728943,48.8667104102108,57.0    richelieu
184,2074,draps (fabr. et march. de),1845,,DRA1845,,,livermans,,,,,,spécialement pour la confection de casquettes,,,,,sainte avoie,24.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35444078903319,48.8600079554338,24.0    sainte avoie
185,2096,draps (fabr. et march. de),1845,,DRA1845,,,"moy, a.",,,,,,,,,,,coq saint honoré,8.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.33938558891307,48.861858656598905,8.0    coq saint honoré
186,2102,draps (fabr. et march. de),1845,,DRA1845,,,"parissot, g.",,,,,,,,,,,saint denis,12.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34748950707956,48.8583104723026,12.0    saint denis
187,2123,draps (fabr. et march. de),1845,,DRA1845,,,poitevin,,,,,,,,,,,vieux augustins,10.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3413307649950097,48.8648116626174,10.0    vieux augustins
188,2137,draps (fabr. et march. de),1845,,DRA1845,,,"samson, b.",,,,,,,,,,,saint honoré,30.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34513477609657,48.8610277247888,30.0    saint honoré
189,2180,filatures de coton,1808,"Almanach du commerce de Paris, des départemens de l'empire français, et des principales villes du monde, par Jean de la Tynna, année 1808",FC1808,,,gombert père & comp,,,,,,"fabr de coton à broder, à tricoter et à marquer, mentionnés honorablement aux expositions des ans 10 et 1806",,,rue et barrière,de,sèvres,11.0,,,,près la barrière,,,,,,precise_geocoding,jacoubet_paris,1,2.32832361810114,48.8517052796156,11.0  rue et barrière de sèvres
190,2192,filatures de coton,1808,"Almanach du commerce de Paris, des départemens de l'empire français, et des principales villes du monde, par Jean de la Tynna, année 1808",FC1808,,,robin,,,,,,,,,rue,de,chaillot,65.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.29818266573451,48.868107401799094,65.0  rue de chaillot
191,2224,filatures de coton,1815,"Almanach du commerce de Paris, des départemens de l'empire français, et des principales villes du monde, par Jean de la Tynna, année 1815",FC1815,,,hurlot,,,,,,et fabrique de calicots et cotons à broder en tous genres,,,rue,du,banquier,1.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3577506632841603,48.8361386657076,1.0  rue du banquier
192,2238,filatures de coton,1815,"Almanach du commerce de Paris, des départemens de l'empire français, et des principales villes du monde, par Jean de la Tynna, année 1815",FC1815,,,richard & lenoir dufresne,,,,,,"fabr de basin ; dépôt général de leurs divers établissements de filature et tissage, et de leur manufacture d'indienne de chantilly",,,rue,du,mail,5.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34147772791759,48.8664481879149,5.0  rue du mail
193,2243,filatures de coton,1815,"Almanach du commerce de Paris, des départemens de l'empire français, et des principales villes du monde, par Jean de la Tynna, année 1815",FC1815,,,tissot,,,,,,et fabr de cornes à lanterne,,,petite rue,de,reuilly,12.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.38539396120219,48.8458237262998,12.0  petite rue de reuilly
194,2275,marchands de coton,1815,"Almanach du commerce de Paris, des départemens de l'empire français, et des principales villes du monde, par Jean de la Tynna, année 1815",E1815,,,maure hochereau,,,,,,"fabric de coton à broder, à tricoter et autres, et filateur de coton",,,rue,de,paradis,5.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3548153710560897,48.8744350415793,5.0  rue de paradis
195,2283,fabricants étoffes de coton,1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",F,,,beaufrère,,,,,,fab de tissus de lin et coton ; voyez à l'art melun,,,rue,des,deux écus,9.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3437628555554504,48.861991695193396,9.0  rue des deux écus
196,2288,fabricants étoffes de coton,1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",F,,,chereau,,,,,,calicots,,,,,chemin d'ivry,8.0,,,,,,,,,,precise_geocoding,osm_paris,1,2.36864785216824,48.8219806884792,8.0    chemin d'ivry
197,2301,marchands de coton et d'étoffes de coton,1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",EF1820,,,anquetin,,,,,,mousseline et batiste,,,rue,,quincampoix,11.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3503282929068,48.860836519646796,11.0  rue  quincampoix
